model_name,url,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,domain,provider,name
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Distribution format,2,False,COG,COG,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Distribution format,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Distribution format,2,False,Camtrap DP format,Camtrap DP format,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution format,2,False,COG,COG (Cloud Optimized GeoTIFF),0.4,0.10344827586206895,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Distribution format,2,False,COG,COG (Cloud Optimized GeoTIFF),0.4,0.10344827586206895,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Distribution format,0,True,N/A,"ImageCollection (Google Earth Engine), Interactive platform and API",0.0,0.014925373134328401,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Distribution format,2,False,vector,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Distribution format,2,False,"Currently, the files are only accessible in ArcGIS shapefiles. In may 2019 a conversion of MapInfo (mif/mid) will be added to the dataset.","ArcGIS shapefiles, MapInfo (mif/mid)",0.3448275862068966,0.2536231884057971,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Distribution format,1,False,gml+xml ( 3.2.1 ),gml+xml,0.5714285714285715,0.4117647058823529,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Distribution format,2,False,.tif,TIFF files (.tif),0.5,0.23529411764705888,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Keywords,1,False,"landsat, ndvi, 30m","landsat, ndvi, 30-m",0.5714285714285715,0.9473684210526316,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Keywords,1,False,"species distribution model, tree species, landsat","Quercus robur, Pedunculate oak, probability distribution, natural vegetation, landsat",0.26666666666666666,0.3294117647058824,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy",N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Keywords,1,False,"ecology, camera trapping, dunes","European rabbit (Oryctolagus cuniculus), Red fox (Vulpes vulpes), European fallow deer (Dama dama), 11 wildlife cameras, ecology camera trapping dunes",0.33333333333333337,0.18000000000000005,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, blue, 30m","Landsat, blue band, cloud-free, yearly, GLAD, ARD, 30-m resolution",0.28571428571428575,0.25757575757575757,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, green, 30m","landsat, green, 30-m, green_glad.landsat.ard2.seasconv.m.yearly",0.28571428571428575,0.3015873015873016,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs","landsat, nasa, satellite-imagery, sentinel, usgs, geospatial, analysis, visualization, petabyte-scale, research, education, nonprofit",0.6,0.3609022556390977,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology",N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","forest reserve, monitoring, database, non-intervention dynamics",1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes",Ecotopenkaart Waddenzee volgens de ZES.1 Typologie,0.0,0.23958333333333337,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,"spatial downscaling, GLOBIO land use allocation model, land use projection, Socio-economic Pathway (SSP), Representative Concentration Pathways (RCP), scenarios",1.0,0.96875,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,License,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,1.0,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,License,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,License,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,License,1,False,DANS Licence,DANS Licence,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,License,0,True,N/A,Copyright,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Metadata date,0,True,N/A,2022-12-31 00:00:00 UTC,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Metadata date,0,True,N/A,2020-12-31 00:00:00 UTC,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Metadata date,2,False,2025-04-11,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Metadata date,1,False,"June 11, 2024",N/A,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata date,0,True,N/A,2000 to 2022,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata date,0,True,N/A,2022-12-31 00:00:00 UTC,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Metadata date,0,True,N/A,2015-11-28T00:00:00Z–2026-02-25T18:12:29Z,0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Metadata date,2,False,2017-01-31,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Metadata date,2,False,2019-04-11,2019-04-11,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Metadata date,2,False,2024-09-03,2016-11-01,0.0,0.5,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Metadata date,1,False,"September 6, 2023","September 5, 2023",0.6666666666666666,0.9411764705882353,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Metadata language,2,False,English,English,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Metadata language,2,False,English,English,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Metadata language,1,False,Dutch,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Metadata language,2,False,English,N/A,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata language,2,False,English,English,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Metadata language,2,False,English,English,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Metadata language,2,False,English,English,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Metadata language,1,False,Dutch,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Metadata language,1,False,English,English,1.0,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Metadata language,1,False,"Dutch, Flemish",Nederlands; Vlaams,0.0,0.11111111111111116,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Metadata language,1,False,English,English,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Resource type,1,False,imagery,imagery,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Resource type,2,False,veg,species distribution model,0.0,0.038461538461538436,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Resource type,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Resource type,1,False,Dataset,N/A,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,Imagery,1.0,0.8571428571428572,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Resource type,1,False,imagery,imagery,1.0,1.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Resource type,0,True,N/A,"Geospatial dataset, Geospatial analysis platform",0.0,0.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Resource type,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Resource type,0,True,N/A,Dataset,0.0,0.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Resource type,2,False,Dataset,Dataset,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Resource type,1,False,Dataset,Dataset,1.0,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Responsible organization metadata,0,True,N/A,opengeohub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Responsible organization metadata,0,True,N/A,opengeohub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Responsible organization metadata,1,False,Het Pon & Telos,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Responsible organization metadata,0,True,N/A,GBIF,0.0,0.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Responsible organization metadata,0,True,N/A,OpenGeoHub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Responsible organization metadata,0,True,N/A,opengeohub,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Responsible organization metadata,2,False,NASA,"NASA LP DAAC, Google",0.4,0.19999999999999996,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Responsible organization metadata,1,False,"Rijkswaterstaat, servicedesk-data@rws.nl",N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Responsible organization metadata,2,False,Wageningen University & Research,DANS Data Station Life Sciences,0.0,0.09375,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Responsible organization metadata,1,False,Wageningen Marine Research,Wageningen Marine Research,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Responsible organization metadata,0,True,N/A,Zenodo,0.0,0.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Same as,2,False,https://doi.org/10.5281/zenodo.10884235,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Same as,2,False,https://doi.org/10.5281/zenodo.5887415,N/A,0.0,0.02631578947368418,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Same as,0,True,N/A,N/A,1.0,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Same as,2,False,https://doi.org/10.5281/zenodo.11440456,N/A,0.0,0.02564102564102566,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Same as,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Same as,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
Qwen 2.5 VL 32B,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Same as,0,True,N/A,N/A,1.0,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Same as,2,False,https://viewer.openearth.nl/wadden-viewer/?folders=93790295%2C93793330%2C107902964&layers=100230540&layerNames=Ecotopenkaart+Waddenzee+%282017%29,N/A,0.0,0.006896551724137945,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Same as,2,False,https://doi.org/10.17026/dans-2bd-kskz,N/A,0.0,0.02631578947368418,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Same as,2,False,https://viewer.openearth.nl/wadden-viewer/?layers=93966870&layerNames=WMR+-+TMAP%3A+Ecotopenkaart&folders=143810679%2C93790346,N/A,0.0,0.015873015873015928,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/8319440,Same as,2,False,https://doi.org/10.5281/zenodo.8319440,N/A,0.0,0.02631578947368418,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Spatial coverage,2,False,Europe,Global (not specified in text),0.0,0.09999999999999998,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Spatial coverage,2,False,Europe,N/A,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Actual probability distribution for Quercus robur (EcoDataCube)
Qwen 2.5 VL 32B,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Spatial coverage,2,False,Wadden area,N/A,0.0,0.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden)
Qwen 2.5 VL 32B,https://zenodo.org/records/11440456,Spatial coverage,2,False,Amsterdamse Waterleidingduinen,"Amsterdamse Waterleidingduinen, Netherlands",0.8,0.6976744186046512,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial coverage,2,False,Europe,Global,0.0,0.0,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube)
Qwen 2.5 VL 32B,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Spatial coverage,2,False,Europe,"Not explicitly mentioned in the text, but likely global or regional based on Landsat data.",0.0,0.0444444444444444,ac.ecodatacube.eu,ac.ecodatacube.eu,Cloud-free reconstructed Landsat yearly green band (EcoDataCube)
